,Site,Stream,Watershed,Date,Year,Month,Obsw,ObservedFlow,Drainage area,Base-flow index ,Soil bulk density,surficial geology contacts ,Cropland cover,Number of water diversions ,Elevation,Evapotranspiration_00 ,Evapotranspiration_01,Evapotranspiration_03,Evapotranspiration_06,Evapotranspiration_09,Evapotranspiration_12,bedrock geology faults ,Forest cover,hydraulic conductivity,Precipitation_00,Precipitation_01,Precipitation_03,Precipitation_06,Precipitation_09,Precipitation_12,Depth to soil restrictive layer,Number of roads,Slope,Slope-area ratio,Number of springs,permeability index ,Snow water equivalent_00,Snow water equivalent_01,Snow water equivalent_03,Snow water equivalent_06,Snow water equivalent_09,Snow water equivalent_12,Temperature_00,Temperature_01,Temperature_03,Temperature_06,Temperature_09,Temperature_12,water content ,Depth to water table,Number of water wells ,Wetland cover
67,53,15159,3,201207,2012,7,0.399,0.011298315,46.89713,74.032,1.357,6.468214,0.894,0.103656,2613.307007,96.71,77.426,58.305,33.732,23.998,33.603,11.923653,39.148,0.259,29.394,14.71,32.33,51.397,52.5,45.793,129.092,46.4495,22.171,0.217,0.009658,0.673,0,0,2.148,25.742,19.554,15.042,16.061,13.594,8.993,3.01,1.31,4.03,0.486,9.969,0.135189,2.216
68,54,14643,3,201207,2012,7,0.413,0.011694747,46.1538,74.033,1.357,14.377995,0.908,0.230691,2618.7484,97.012,77.755,58.651,33.936,24.145,33.845,3.580654,39.777,0.257,29.488,14.758,32.54,51.851,52.959,46.164,129.019,57.654744,22.384,0.219,0.021496,0.649,0,0,2.182,25.841,19.638,15.106,16.047,13.579,8.977,3.001,1.305,4.023,0.487,10.039,0.300871,2.09
69,55,14506,3,201207,2012,7,0.413,0.011694747,45.3509,74.033,1.357,22.164462,0.654,0.355817,2624.371839,97.25,78.073,59.018,34.153,24.301,34.113,5.448252,40.474,0.257,29.587,14.807,32.759,52.319,53.434,46.548,128.954,65.4466,22.561,0.22,0.032673,0.627,0,0,2.22,26.043,19.802,15.232,16.035,13.566,8.962,2.993,1.299,4.017,0.487,10.09,0.464061,1.617
70,57,12205,2,201207,2012,7,1.421,0.040237859,67.599,74.003,1.334,0.98912,0.386,0.030382,2580.169523,76.212,61.206,47.443,27.417,19.426,27.7,0.841472,21.974,0.161,26.733,13.454,28.834,46.569,47.705,41.61,131.584,100.203096,19.328,0.196,0.21588,0.755,0,0,0.756,24.627,18.003,13.849,16.027,13.567,9.004,2.972,1.261,3.964,0.487,10.23,1.483143,1.22
71,58,10994,2,201207,2012,7,1.257,0.03559394,65.01418,74.014,1.333,2.034933,0.376,0.063256,2591.68047,76.057,61.391,47.724,27.57,19.527,27.932,0.607679,22.848,0.157,26.869,13.526,29.248,47.507,48.663,42.38,131.938,83.056752,19.594,0.198,0.449465,0.728,0,0,0.786,24.72,18.072,13.901,15.995,13.533,8.968,2.953,1.249,3.949,0.487,10.383,1.466563,1.252
72,60,8672,2,201207,2012,7,1.353,0.038312332,57.74923,74.038,1.33,8.76223,0,0.382679,2625.51013,79.208,64.181,49.991,28.839,20.389,29.304,3.38333,25.574,0.139,27.202,13.704,30.346,50.047,51.271,44.481,132.371,83.459488,20,0.199,8.33E-04,0.621,0,0,0.885,25.347,18.558,14.276,15.926,13.46,8.887,2.906,1.215,3.911,0.488,10.749,0.845267,1.037
73,61,8425,2,201207,2012,7,1.257,0.03559394,57.40217,74.038,1.329,12.643195,0,0.552175,2627.663682,79.361,64.329,50.103,28.899,20.429,29.383,4.881875,25.728,0.138,27.221,13.714,30.408,50.191,51.419,44.6,132.366,76.945592,20.071,0.199,0.001203,0.613,0,0,0.89,25.374,18.58,14.292,15.922,13.455,8.882,2.903,1.212,3.908,0.488,10.784,0.07702,1.044
74,62,8236,2,201207,2012,7,1.212,0.034319694,56.92302,74.038,1.329,20.845132,0,0.910384,2630.58443,79.599,64.543,50.266,28.987,20.487,29.497,8.048853,25.945,0.137,27.245,13.727,30.489,50.382,51.615,44.758,132.38,62.5825,20.159,0.2,0.001983,0.604,0,0,0.898,25.428,18.622,14.325,15.917,13.45,8.876,2.9,1.21,3.906,0.488,10.825,0.126985,1.052
75,63,8189,2,201207,2012,7,1.313,0.037179669,54.78627,74.04,1.328,36.237056,0,0.016664,2641.230155,80.86,65.5,50.989,29.4,20.772,29.927,23.74785,26.876,0.131,27.341,13.779,30.814,51.148,52.403,45.392,132.536,75.066376,20.054,0.198,0.005958,0.578,0,0,0.933,25.821,18.921,14.555,15.9,13.431,8.854,2.885,1.199,3.894,0.488,10.953,0.381487,1.056
76,64,8542,2,201207,2012,7,3.071,0.086960215,53.8461,74.041,1.328,42.425804,0,0.037087,2645.411225,81.105,65.712,51.172,29.508,20.851,30.064,9.553282,27.241,0.129,27.386,13.803,30.959,51.487,52.752,45.673,132.643,110.052872,19.745,0.194,0.013261,0.571,0,0,0.949,26.017,19.069,14.669,15.891,13.422,8.844,2.878,1.193,3.888,0.488,10.981,0.849016,1.074
77,65,8492,2,201207,2012,7,0.988,0.02797678,42.84896,74.049,1.324,13.287993,0,0.077217,2661.644381,79.572,65.341,51.331,29.605,20.908,30.489,19.889608,27.3,0.122,27.448,13.855,31.38,52.629,53.93,46.607,132.995,55.577664,20.242,0.189,0.01991,0.551,0,0,0.825,26.58,19.436,14.951,15.849,13.378,8.796,2.842,1.163,3.855,0.487,11.092,0.282121,1.199
78,68,7080,2,201207,2012,7,1.307,0.037009769,38.12221,74.056,1.32,51.052176,0,0.630575,2689.969632,82.803,68.039,53.653,30.965,21.883,31.784,5.358202,30.608,0.099,27.743,14.019,32.278,54.68,56.047,48.312,133.366,102.08656,19.925,0.175,0.162597,0.439,0,0,0.927,27.919,20.452,15.732,15.812,13.337,8.743,2.802,1.128,3.824,0.486,11.292,0.258723,0.727
79,69,7079,2,201207,2012,7,0.723,0.020472887,14.72415,74.083,1.337,17.62967,0,0.321957,2735.495287,95.126,75.545,58.562,33.693,23.82,33.706,0.002013,28.174,0.074,28.278,14.23,33.296,56.853,58.298,50.109,132.25,42.644452,22.237,0.195,0,0.319,0,0,0.887,28.943,21.289,16.376,15.828,13.346,8.729,2.796,1.123,3.831,0.495,11.542,0.108867,0.134
80,86,7019,2,201207,2012,7,0.696,0.019708339,23.36698,74.039,1.309,39.594672,0,0.406568,2661.738405,75.092,63.35,50.593,29.266,20.676,30.59,6.120487,32.183,0.115,27.409,13.887,31.647,53.332,54.651,47.198,134.063,72.177824,18.485,0.162,0.185788,0.512,0,0,0.953,27.288,19.935,15.335,15.802,13.332,8.752,2.806,1.132,3.819,0.481,11.144,0.189466,1.07
81,90,5762,2,201207,2012,7,0.7,0.019821606,14.15953,74.064,1.329,32.86126,0,0,2767.771549,80.05,69.848,56.756,33.012,23.394,34.647,0.010948,46.236,0.094,28.379,14.488,34.479,59.156,60.693,52.109,132.575,57.132564,21.964,0.178,0.087743,0.388,0,0,1.573,32.182,23.78,18.292,15.707,13.23,8.61,2.697,1.039,3.737,0.497,11.957,1.20E-05,1.169
82,93,3784,1,201207,2012,7,1.78,0.050403511,16.53974,74.123,1.319,21.183212,3.009,0.791889,2724.528479,72.172,65.39,52.832,30.499,21.66,33.169,7.780584,35.016,0.106,27.989,14.456,34.006,57.667,59.127,50.947,131.605,72.458344,24.814,0.215,0,0.374,0,0,1.084,31.38,22.985,17.681,15.63,13.162,8.571,2.66,1.009,3.687,0.497,11.334,0.280047,1.507
83,94,3797,1,201207,2012,7,1.568,0.044400396,16.5242,74.123,1.319,20.985234,3.011,0.81873,2724.84456,72.175,65.402,52.844,30.506,21.665,33.178,8.044307,35.047,0.106,27.993,14.458,34.015,57.686,59.147,50.963,131.601,71.29816,24.825,0.215,0,0.372,0,0,1.085,31.39,22.992,17.686,15.629,13.161,8.57,2.66,1.008,3.687,0.497,11.339,0.289539,1.508
84,95,4569,1,201207,2012,7,1.054,0.029845675,12.82827,74.075,1.32,12.023252,0.042,0,2799.957789,74.472,68.952,56.159,32.49,23.131,35.435,9.112411,38.971,0.084,28.989,15.088,36.527,62.6,64.232,55.123,130.154,30.70019,28.249,0.242,0,0.352,0,0,1.397,34.221,25.188,19.375,15.574,13.098,8.471,2.595,0.956,3.644,0.502,11.875,0,0.196
85,97,4767,1,201207,2012,7,1.143,0.03236585,12.1989,74.078,1.318,18.378756,0,0,2817.006154,75.082,69.756,57.013,32.998,23.503,36,0.041716,39.874,0.077,29.193,15.222,37.065,63.649,65.319,56.013,129.824,25.154244,28.784,0.243,0,0.337,0,0,1.469,34.862,25.689,19.761,15.56,13.083,8.448,2.579,0.943,3.633,0.502,12.148,0,0
86,98,10864,3,201207,2012,7,0.459,0.01299731,202.32044,73.753,1.359,8.596476,1.428,0.020987,2507.223849,84.379,65.689,48.545,27.972,19.86,27.69,4.55E-04,21.668,0.289,26.87,13.468,26.966,39.797,40.753,36.276,125.471,46.319672,19.137,0.197,4.40E-05,0.944,0,0,0.759,23,17.169,13.207,16.377,13.929,9.355,3.211,1.45,4.19,0.482,9.076,0.123247,1.032
87,99,11504,3,201207,2012,7,0.302,0.008551607,10.51799,74.029,1.349,23.89592,0,0,2769.37696,109.318,93.288,72.606,42.376,30.236,43.504,0.001769,67.533,0.288,31.439,15.739,36.444,60.175,61.465,53.055,124.803,26.066446,28.529,0.266,0.367879,0.559,0,0,5.129,33.9,26.318,20.244,15.915,13.43,8.771,2.858,1.189,3.918,0.49,11.93,0.012395,0.034
88,104,7267,2,201207,2012,7,0.707,0.020019822,14.57134,74.083,1.338,15.120011,0,0.496585,2739.484308,95.558,75.895,58.847,33.858,23.938,33.862,0.003105,28.468,0.072,28.309,14.247,33.381,57.041,58.493,50.265,132.187,65.771036,22.401,0.196,0,0.291,0,0,0.897,29.062,21.381,16.447,15.825,13.343,8.724,2.792,1.119,3.828,0.494,11.638,0.167915,0.067
89,118,11559,3,201207,2012,7,0.906,0.025654821,186.44892,73.968,1.353,4.264581,0.552,0.98795,2533.367542,83.642,65.998,49.46,28.505,20.22,28.288,0.057226,23.512,0.264,27.353,13.712,28.119,41.979,42.985,38.112,128.375,63.862672,19.397,0.195,0.005535,0.831,0,0,0.824,22.954,17.053,13.117,16.276,13.828,9.257,3.16,1.417,4.145,0.484,9.031,0.064337,1.088
90,119,6303,2,201207,2012,7,0.172,0.004870452,2.74022,74,1.354,6.457764,0,0,2633.349138,83.036,68.818,51.26,29.328,20.615,30.467,0,19.908,0.085,27.393,13.715,31.055,53.291,54.549,46.995,133.861,13.073766,14.465,0.121,0,0,0,0,0,24.052,17.037,13.105,15.863,13.381,8.791,2.837,1.157,3.853,0.488,10.326,0,0
91,25,13504,3,201208,2012,8,0.273,0.007730426,43.21674,74.035,1.356,25.01365,0.099,0,2639.848801,55.577,76.596,67.921,42.628,29.978,31.021,5.98E-04,42.47,0.252,7.853,18.844,23.732,38,48.981,46.401,128.737,76.346712,23.186,0.225,0.084333,0.585,0,0,0.042,23.549,20.365,15.665,15.676,15.84,12.093,6.119,2.428,4.124,0.487,10.243,3.31E-04,1.153
92,27,8545,2,201208,2012,8,0.233,0.006597763,53.87977,74.041,1.328,40.890284,0,0.033558,2645.209173,44.984,63.041,58.226,35.931,25.194,25.945,8.644166,27.232,0.13,6.769,17.076,21.889,35.967,47.375,44.592,132.64,106.914408,19.76,0.194,0.011999,0.571,0,0,0,22.986,19.064,14.665,15.457,15.674,11.975,5.991,2.309,4.007,0.488,10.979,0.768222,1.074
93,31,3518,1,201208,2012,8,1.0605,0.030029732,26.75211,74.182,1.327,39.109044,1.863,0.344153,2699.629105,42.067,55.933,58.448,35.858,25.184,27.804,3.917338,38.992,0.127,6.942,17.396,23.672,39.397,52.565,49.413,131.116,69.386744,24.91,0.218,0,0.403,0,0,0,27.296,23.065,17.742,15.175,15.397,11.705,5.731,2.105,3.799,0.496,11.255,0.121717,1.251
94,33,5315,2,201208,2012,8,0.255,0.007220728,13.29188,74.068,1.331,29.3422,0,0,2788.773926,53.592,68.057,67.352,41.563,29.145,30.786,0.02976,49.16,0.098,6.908,17.743,24.203,41.266,55.619,51.989,132.009,61.882252,22.835,0.185,0.238512,0.348,0,0,0,29.364,24.462,18.817,15.334,15.513,11.762,5.791,2.151,3.849,0.497,12.284,3.40E-05,0.758
95,34,4793,1,201208,2012,8,0.7215,0.020430412,12.03573,74.079,1.318,23.990222,0,0,2821.221233,51.906,63.549,66.151,40.535,28.499,31.281,0.054465,39.811,0.077,7.36,18.303,25.695,43.745,58.988,55.234,129.789,29.851898,28.858,0.243,0,0.342,0,0,0,30.981,25.825,19.865,15.209,15.383,11.628,5.667,2.061,3.755,0.502,12.204,0,0
96,35,13466,3,201208,2012,8,0.362,0.010250602,29.02872,74.014,1.346,14.917449,0,0,2675.169844,58.284,78.808,70.914,44.285,31.131,32.304,8.63E-04,47.026,0.181,7.74,18.83,24.04,39.194,51.084,48.173,128.141,42.282264,23.929,0.236,0.012629,0.491,0,0,0.052,25.306,21.881,16.832,15.639,15.796,12.035,6.066,2.387,4.083,0.49,10.88,4.78E-04,0.846
97,36,13345,3,201208,2012,8,0.615,0.017414696,28.93289,74.014,1.346,20.136472,0,0,2676.392156,58.411,78.947,71.043,44.362,31.185,32.362,0.001165,47.183,0.18,7.743,18.84,24.06,39.24,51.154,48.236,128.116,57.031328,23.995,0.236,0.017047,0.483,0,0,0.053,25.361,21.929,16.868,15.638,15.794,12.033,6.064,2.386,4.082,0.49,10.904,6.46E-04,0.727
98,37,12762,3,201208,2012,8,0.551,0.015602435,26.87643,74.015,1.344,26.189908,0,0,2699.325027,60.692,81.766,73.566,45.9,32.266,33.5,0.002347,50.644,0.18,7.753,18.945,24.32,39.884,52.173,49.13,127.499,64.434144,25.185,0.248,0.03433,0.45,0,0,0.057,26.113,22.635,17.412,15.63,15.781,12.011,6.042,2.368,4.064,0.492,11.182,0.001301,0.244
99,38,11974,3,201208,2012,8,0.392,0.011100099,24.95465,74.016,1.342,37.776932,0,0,2721.432687,62.839,83.454,75.479,47.102,33.108,34.489,0.005584,54.383,0.177,7.757,19.029,24.539,40.431,53.043,49.894,126.964,66.539732,26.429,0.258,0.081671,0.406,0,0,0.061,26.926,23.413,18.01,15.625,15.772,11.994,6.025,2.354,4.049,0.493,11.478,0.003096,0.126
100,39,11824,3,201208,2012,8,0.612,0.017329747,24.85882,74.016,1.342,37.344988,0,0,2722.862053,63.004,83.592,75.626,47.195,33.173,34.564,0.008058,54.592,0.176,7.758,19.036,24.556,40.471,53.105,49.95,126.924,87.707416,26.514,0.259,0.117845,0.397,0,0,0.061,26.969,23.455,18.042,15.625,15.771,11.993,6.024,2.353,4.048,0.493,11.512,0.004467,0.126
101,41,11355,3,201208,2012,8,0.091,0.002576809,10.98419,74.028,1.349,22.061678,0,0,2755.020285,74.058,92.069,83.665,52.591,36.971,39.166,5.89E-04,65.754,0.284,8.139,19.742,25.475,41.865,54.777,51.555,125.097,26.615728,28.378,0.268,0.122456,0.535,0,0,0.139,29.088,25.744,19.803,15.664,15.792,11.992,6.025,2.359,4.053,0.49,11.693,0.004125,0.081
102,42,12867,3,201208,2012,8,0.144,0.004077587,175.00112,74.031,1.351,7.929646,0.46,0.011131,2550.230859,42.378,62.845,55.366,34.967,24.6,25.28,1.188379,25.028,0.247,7.298,17.507,21.179,31.842,39.828,38.437,130.211,126.871424,19.564,0.196,0.114957,0.779,0,0,0.013,20.239,17.021,13.093,15.772,15.991,12.309,6.281,2.524,4.231,0.485,9.179,1.269638,1.131
103,43,12733,3,201208,2012,8,0.094,0.002661758,174.52197,74.034,1.351,6.585333,0.447,0.016606,2551.083077,42.417,62.828,55.381,34.977,24.606,25.293,1.772855,25.084,0.247,7.304,17.518,21.201,31.89,39.895,38.496,130.289,145.697616,19.561,0.196,0.171496,0.776,0,0,0.013,20.235,17.015,13.088,15.77,15.988,12.306,6.278,2.523,4.229,0.485,9.191,1.894079,1.132
104,44,12685,3,201208,2012,8,0.229,0.006484497,106.03978,74.062,1.362,4.570575,0.47,0.001315,2534.907936,43.449,65.491,56.835,36.093,25.392,26.187,1.750596,27.247,0.301,7.76,18.087,21.575,31.333,38.258,37.353,129.687,107.777096,19.696,0.195,0.079198,0.779,0,0,0.02,19.259,16.372,12.594,15.908,16.11,12.421,6.388,2.614,4.322,0.483,8.565,1.028472,1.054
105,45,12727,3,201208,2012,8,0.271,0.007673793,105.73157,74.065,1.362,6.073802,0.471,0.001898,2535.824171,43.501,65.467,56.845,36.1,25.396,26.199,2.525965,27.327,0.301,7.767,18.099,21.599,31.381,38.324,37.412,129.738,132.72388,19.719,0.195,0.114276,0.775,0,0,0.02,19.25,16.366,12.59,15.907,16.109,12.418,6.386,2.614,4.321,0.483,8.575,0.221197,1.058
106,46,13049,3,201208,2012,8,0.225,0.00637123,100.67848,74.073,1.362,5.722218,0.495,0.002649,2547.42214,44.83,66.114,57.658,36.604,25.744,26.66,1.212668,28.666,0.302,7.856,18.27,21.925,32.01,39.173,38.188,129.901,93.031536,19.951,0.197,6.26E-04,0.747,0,0,0.022,19.362,16.487,12.682,15.898,16.092,12.393,6.372,2.609,4.315,0.483,8.674,0.308706,1.111
107,47,13753,3,201208,2012,8,0.237,0.006711029,99.4042,74.08,1.362,9.255179,0.501,0.008508,2551.114085,45.179,66.142,57.81,36.698,25.805,26.758,3.894213,29.034,0.302,7.886,18.326,22.034,32.229,39.469,38.455,130.016,126.370984,19.981,0.197,0.002012,0.729,0,0,0.022,19.335,16.465,12.665,15.893,16.084,12.383,6.365,2.607,4.312,0.483,8.72,0.991341,1.125
108,48,14176,3,201208,2012,8,0.441,0.012487611,98.79296,74.081,1.362,11.978418,0.504,0.013123,2552.848529,45.351,66.225,57.93,36.768,25.854,26.82,6.006402,29.214,0.302,7.899,18.352,22.086,32.334,39.61,38.583,130.064,151.097104,20.013,0.197,0.003103,0.722,0,0,0.022,19.344,16.468,12.668,15.891,16.08,12.378,6.362,2.606,4.311,0.483,8.74,1.529036,1.132
109,49,14514,3,201208,2012,8,0.486,0.013761858,96.99291,74.083,1.362,18.741324,0.514,0.020927,2557.993846,45.836,66.556,58.338,37.019,26.03,27.034,4.827949,29.756,0.301,7.933,18.424,22.224,32.61,39.985,38.922,130.065,123.82984,20.219,0.199,0.004949,0.705,0,0,0.022,19.409,16.52,12.708,15.885,16.071,12.366,6.354,2.604,4.307,0.483,8.787,1.132705,1.153
110,50,14862,3,201208,2012,8,0.375,0.010618717,95.8559,74.087,1.362,8.937471,0.52,0.032278,2560.900591,46.163,66.8,58.6,37.158,26.124,27.151,7.446588,30.109,0.301,7.959,18.477,22.328,32.821,40.273,39.18,130.093,104.881672,20.187,0.199,0.007633,0.69,0,0,0.023,19.457,16.557,12.736,15.879,16.062,12.355,6.347,2.601,4.304,0.483,8.822,0.581913,1.167
111,51,15162,3,201208,2012,8,0.338,0.009571004,94.10765,74.088,1.361,10.472546,0.529,0.053218,2565.626801,46.711,67.28,59.062,37.403,26.294,27.352,12.236756,30.668,0.3,7.995,18.556,22.483,33.142,40.711,39.572,129.996,86.508016,20.264,0.2,0.012585,0.662,0,0,0.023,19.546,16.635,12.796,15.869,16.049,12.338,6.336,2.595,4.297,0.483,8.865,0.959412,1.188
112,52,15234,3,201208,2012,8,0.317,0.008976356,93.93153,74.089,1.361,13.224759,0.53,0.067204,2566.225954,46.77,67.325,59.106,37.427,26.311,27.374,15.452525,30.725,0.3,7.999,18.564,22.498,33.173,40.753,39.61,129.986,100.29032,20.293,0.2,0.015893,0.657,0,0,0.023,19.55,16.636,12.797,15.869,16.048,12.336,6.335,2.595,4.297,0.483,8.872,1.211549,1.19
113,53,15159,3,201208,2012,8,0.459,0.01299731,46.89713,74.032,1.357,6.468214,0.894,0.103656,2613.307007,52.619,74.664,65.705,41.235,29.004,29.857,11.923653,39.148,0.259,7.758,18.576,23.162,36.684,47.042,44.696,129.092,46.4495,22.171,0.217,0.009658,0.673,0,0,0.039,22.649,19.554,15.042,15.707,15.884,12.151,6.163,2.454,4.153,0.486,9.969,0.135189,2.216
114,54,14643,3,201208,2012,8,0.343,0.009712587,46.1538,74.033,1.357,14.377995,0.908,0.230691,2618.7484,53.163,75.088,66.162,41.517,29.202,30.086,3.580654,39.777,0.257,7.779,18.633,23.286,36.971,47.461,45.064,129.019,57.654744,22.384,0.219,0.021496,0.649,0,0,0.04,22.743,19.638,15.106,15.699,15.873,12.137,6.152,2.448,4.147,0.487,10.039,0.300871,2.09
115,55,14506,3,201208,2012,8,0.343,0.009712587,45.3509,74.033,1.357,22.164462,0.654,0.355817,2624.371839,53.776,75.513,66.647,41.821,29.414,30.339,5.448252,40.474,0.257,7.802,18.694,23.416,37.268,47.894,45.446,128.954,65.4466,22.561,0.22,0.032673,0.627,0,0,0.04,22.92,19.802,15.232,15.692,15.864,12.124,6.143,2.443,4.141,0.487,10.09,0.464061,1.617
116,57,12205,2,201208,2012,8,0,0,67.599,74.003,1.334,0.98912,0.386,0.030382,2580.169523,41.056,58.634,53.191,33.282,23.405,23.952,0.841472,21.974,0.161,6.617,16.675,20.714,32.983,42.768,40.562,131.584,100.203096,19.328,0.196,0.21588,0.755,0,0,0,21.744,18.003,13.849,15.545,15.786,12.115,6.099,2.375,4.079,0.487,10.23,1.483143,1.22
117,58,10994,2,201208,2012,8,0.013,0.000368116,65.01418,74.014,1.333,2.034933,0.376,0.063256,2591.68047,41.776,58.916,53.705,33.538,23.574,24.17,0.607679,22.848,0.157,6.65,16.759,20.946,33.565,43.644,41.326,131.938,83.056752,19.594,0.198,0.449465,0.728,0,0,0,21.833,18.072,13.901,15.524,15.759,12.083,6.076,2.363,4.065,0.487,10.383,1.466563,1.252
118,60,8672,2,201208,2012,8,0.141,0.003992638,57.74923,74.038,1.33,8.76223,0,0.382679,2625.51013,43.82,61.514,56.67,35.099,24.628,25.322,3.38333,25.574,0.139,6.735,16.969,21.555,35.111,46.032,43.416,132.371,83.459488,20,0.199,8.33E-04,0.621,0,0,0,22.398,18.558,14.276,15.479,15.703,12.012,6.021,2.329,4.028,0.488,10.749,0.845267,1.037
119,61,8425,2,201208,2012,8,0.225,0.00637123,57.40217,74.038,1.329,12.643195,0,0.552175,2627.663682,43.926,61.644,56.823,35.174,24.678,25.386,4.881875,25.728,0.138,6.74,16.98,21.589,35.198,46.167,43.534,132.366,76.945592,20.071,0.199,0.001203,0.613,0,0,0,22.425,18.58,14.292,15.476,15.699,12.008,6.017,2.327,4.026,0.488,10.784,0.07702,1.044
120,62,8236,2,201208,2012,8,0.164,0.004643919,56.92302,74.038,1.329,20.845132,0,0.910384,2630.58443,44.082,61.841,57.046,35.285,24.751,25.48,8.048853,25.945,0.137,6.745,16.995,21.634,35.314,46.347,43.692,132.38,62.5825,20.159,0.2,0.001983,0.604,0,0,0,22.472,18.622,14.325,15.473,15.695,12.002,6.014,2.324,4.024,0.488,10.825,0.126985,1.052
121,63,8189,2,201208,2012,8,0.185,0.005238567,54.78627,74.04,1.328,36.237056,0,0.016664,2641.230155,44.749,62.805,57.977,35.792,25.097,25.841,23.74785,26.876,0.131,6.763,17.052,21.812,35.772,47.068,44.323,132.536,75.066376,20.054,0.198,0.005958,0.578,0,0,0,22.819,18.921,14.555,15.461,15.681,11.983,5.998,2.314,4.012,0.488,10.953,0.381487,1.056
122,64,8542,2,201208,2012,8,0.138,0.003907688,53.8461,74.041,1.328,42.425804,0,0.037087,2645.411225,44.995,63.05,58.236,35.936,25.198,25.949,9.553282,27.241,0.129,6.77,17.078,21.892,35.975,47.387,44.603,132.643,110.052872,19.745,0.194,0.013261,0.571,0,0,0,22.992,19.069,14.669,15.456,15.674,11.974,5.99,2.309,4.007,0.488,10.981,0.849016,1.074
123,65,8492,2,201208,2012,8,0.068,0.001925527,42.84896,74.049,1.324,13.287993,0,0.077217,2661.644381,46.643,63.108,58.799,36.268,25.431,26.351,19.889608,27.3,0.122,6.74,17.094,22.106,36.618,48.471,45.537,132.995,55.577664,20.242,0.189,0.01991,0.551,0,0,0,23.487,19.436,14.951,15.417,15.633,11.93,5.95,2.277,3.974,0.487,11.092,0.282121,1.199
124,68,7080,2,201208,2012,8,0.359,0.010165652,38.12221,74.056,1.32,51.052176,0,0.630575,2689.969632,48.492,65.647,61.577,37.892,26.573,27.489,5.358202,30.608,0.099,6.762,17.252,22.598,37.837,50.398,47.24,133.366,102.08656,19.925,0.175,0.162597,0.439,0,0,0,24.679,20.452,15.732,15.401,15.607,11.889,5.912,2.247,3.944,0.486,11.292,0.258723,0.727
125,69,7079,2,201208,2012,8,0.118,0.003341356,14.72415,74.083,1.337,17.62967,0,0.321957,2735.495287,51.903,73.514,67.481,41.107,28.827,29.339,0.002013,28.174,0.074,6.815,17.546,23.127,39.164,52.429,49.022,132.25,42.644452,22.237,0.195,0,0.319,0,0,0,25.663,21.289,16.376,15.463,15.645,11.897,5.922,2.255,3.953,0.495,11.542,0.108867,0.134
126,70,3732,1,201208,2012,8,0.276,0.007815376,8.87852,74.319,1.342,15.040018,0,0,2700.496327,36.936,51.112,57.53,35.098,24.62,27.955,1.233121,51.966,0.152,7.078,17.65,24.407,40.808,54.667,51.346,129.502,26.244706,26.417,0.22,0,0.324,0,0,0,28.28,24.465,18.819,15.137,15.348,11.645,5.679,2.069,3.763,0.493,11.416,2.00E-05,0.587
127,72,3650,1,201208,2012,8,0.341,0.009655954,8.4952,74.333,1.342,16.868088,0,0,2714.745975,37.626,51.505,58.358,35.543,24.934,28.408,3.704508,54.306,0.148,7.138,17.773,24.699,41.43,55.593,52.185,129.161,16.504879,27.061,0.223,0,0.311,0,0,0,28.782,24.858,19.121,15.137,15.342,11.63,5.668,2.061,3.756,0.493,11.573,6.20E-05,0.328
128,74,3619,1,201208,2012,8,0.226,0.006399547,7.21315,74.256,1.341,0,0,0,2757.635955,39.68,52.208,60.349,36.69,25.729,29.707,12.85525,60.024,0.145,7.401,18.238,25.738,43.522,58.614,54.961,128.143,26.941022,29.2,0.241,0,0.366,0,0,0,30.672,26.355,20.273,15.132,15.317,11.581,5.626,2.033,3.726,0.493,11.794,3.11E-04,0
129,75,3765,1,201208,2012,8,0.495,0.014016707,6.79357,74.209,1.341,0,0,0,2773.654055,39.862,51.874,60.339,36.724,25.755,29.876,7.524733,60.241,0.141,7.513,18.422,26.137,44.301,59.719,55.985,127.99,5.107956,29.694,0.244,0,0.389,0,0,0,31.34,26.888,20.683,15.129,15.308,11.563,5.61,2.021,3.714,0.494,11.975,5.68E-04,0
130,76,3487,1,201208,2012,8,0.538,0.01523432,10.37813,74.488,1.349,19.073594,1.179,0,2676.072074,28.92,46.039,53.777,33.191,23.284,26.353,0.136677,38.574,0.124,7.208,17.907,24.931,41.711,55.868,52.475,129.441,25.093592,25.673,0.246,0,0.179,0,0,0,30.267,26.64,20.492,15.081,15.302,11.604,5.629,2.027,3.723,0.49,10.185,0,0.485
